File,Original Document Type,Detected Document Type,Classification Status
3512256.txt ,OfficeNote ,OfficeNotetextFiles ,success
3512353.txt ,OfficeNote ,OfficeNotetextFiles ,success
3512545.txt ,OfficeNote ,OfficeNotetextFiles ,success
3512875.txt ,OfficeNote ,OfficeNotetextFiles ,success
3512918.txt ,OfficeNote ,OfficeNotetextFiles ,success
3513140.txt ,OfficeNote ,OfficeNotetextFiles ,success
3513763.txt ,OfficeNote ,OfficeNotetextFiles ,success
3514111.txt ,OfficeNote ,OfficeNotetextFiles ,success
3514140.txt ,OfficeNote ,OfficeNotetextFiles ,success
3514148.txt ,OfficeNote ,OfficeNotetextFiles ,success
3514198.txt ,OfficeNote ,OfficeNotetextFiles ,success
3514218.txt ,OfficeNote ,OfficeNotetextFiles ,success
3514230.txt ,OfficeNote ,OfficeNotetextFiles ,success
3514242.txt ,OfficeNote ,OfficeNotetextFiles ,success
3514278.txt ,OfficeNote ,OfficeNotetextFiles ,success
3514391.txt ,OfficeNote ,DME-CMN-FormTextFile ,failure
3514398.txt ,OfficeNote ,OfficeNotetextFiles ,success
3515083.txt ,OfficeNote ,OfficeNotetextFiles ,success
3515389.txt ,OfficeNote ,OfficeNotetextFiles ,success
3515403.txt ,OfficeNote ,OfficeNotetextFiles ,success
3515416.txt ,OfficeNote ,OfficeNotetextFiles ,success
3516459.txt ,OfficeNote ,OfficeNotetextFiles ,success
3516609.txt ,OfficeNote ,OfficeNotetextFiles ,success
3516650.txt ,OfficeNote ,OfficeNotetextFiles ,success
3516758.txt ,OfficeNote ,OfficeNotetextFiles ,success
3516871.txt ,OfficeNote ,OfficeNotetextFiles ,success
3516872.txt ,OfficeNote ,OfficeNotetextFiles ,success
3516886.txt ,OfficeNote ,OfficeNotetextFiles ,success
3516893.txt ,OfficeNote ,OfficeNotetextFiles ,success
3516895.txt ,OfficeNote ,OfficeNotetextFiles ,success
3516897.txt ,OfficeNote ,OfficeNotetextFiles ,success
3517007.txt ,OfficeNote ,OfficeNotetextFiles ,success
3517312.txt ,OfficeNote ,OfficeNotetextFiles ,success
3517339.txt ,OfficeNote ,OfficeNotetextFiles ,success
3517458.txt ,OfficeNote ,OfficeNotetextFiles ,success
3517638.txt ,OfficeNote ,OfficeNotetextFiles ,success
3517719.txt ,OfficeNote ,OfficeNotetextFiles ,success
3518747.txt ,OfficeNote ,OfficeNotetextFiles ,success
3518843.txt ,OfficeNote ,OfficeNotetextFiles ,success
3518978.txt ,OfficeNote ,OfficeNotetextFiles ,success
3519267.txt ,OfficeNote ,OfficeNotetextFiles ,success
3519917.txt ,OfficeNote ,OfficeNotetextFiles ,success
3519937.txt ,OfficeNote ,OfficeNotetextFiles ,success
3520264.txt ,OfficeNote ,OfficeNotetextFiles ,success
3520316.txt ,OfficeNote ,OfficeNotetextFiles ,success
3520317.txt ,OfficeNote ,OfficeNotetextFiles ,success
3520333.txt ,OfficeNote ,OfficeNotetextFiles ,success
3520655.txt ,OfficeNote ,OfficeNotetextFiles ,success
3520699.txt ,OfficeNote ,OfficeNotetextFiles ,success
3520870.txt ,OfficeNote ,OfficeNotetextFiles ,success
3521066.txt ,OfficeNote ,OfficeNotetextFiles ,success
3521079.txt ,OfficeNote ,OfficeNotetextFiles ,success
3521146.txt ,OfficeNote ,OfficeNotetextFiles ,success
3521589.txt ,OfficeNote ,OfficeNotetextFiles ,success
3521824.txt ,OfficeNote ,OfficeNotetextFiles ,success
3522235.txt ,OfficeNote ,OfficeNotetextFiles ,success
3522286.txt ,OfficeNote ,OfficeNotetextFiles ,success
3523175.txt ,OfficeNote ,OfficeNotetextFiles ,success
3523188.txt ,OfficeNote ,OfficeNotetextFiles ,success
3523477.txt ,OfficeNote ,OfficeNotetextFiles ,success
3524199.txt ,OfficeNote ,OfficeNotetextFiles ,success
3524221.txt ,OfficeNote ,OfficeNotetextFiles ,success
3524945.txt ,OfficeNote ,OfficeNotetextFiles ,success
3524966.txt ,OfficeNote ,DME-CMN-FormTextFile ,failure
3525732.txt ,OfficeNote ,OfficeNotetextFiles ,success
3525744.txt ,OfficeNote ,OfficeNotetextFiles ,success
3526244.txt ,OfficeNote ,OfficeNotetextFiles ,success
3526357.txt ,OfficeNote ,OfficeNotetextFiles ,success
3526376.txt ,OfficeNote ,OfficeNotetextFiles ,success
3526688.txt ,OfficeNote ,OfficeNotetextFiles ,success
3526743.txt ,OfficeNote ,OfficeNotetextFiles ,success
3527081.txt ,OfficeNote ,OfficeNotetextFiles ,success
3527085.txt ,OfficeNote ,OfficeNotetextFiles ,success
3527087.txt ,OfficeNote ,OfficeNotetextFiles ,success
3527090.txt ,OfficeNote ,OfficeNotetextFiles ,success
3527230.txt ,OfficeNote ,OfficeNotetextFiles ,success
3527477.txt ,OfficeNote ,OfficeNotetextFiles ,success
3527633.txt ,OfficeNote ,OfficeNotetextFiles ,success
3527638.txt ,OfficeNote ,OfficeNotetextFiles ,success
3527639.txt ,OfficeNote ,OfficeNotetextFiles ,success
3527642.txt ,OfficeNote ,OfficeNotetextFiles ,success
3527644.txt ,OfficeNote ,OfficeNotetextFiles ,success
3527645.txt ,OfficeNote ,OfficeNotetextFiles ,success
3527646.txt ,OfficeNote ,OfficeNotetextFiles ,success
3527770.txt ,OfficeNote ,OfficeNotetextFiles ,success
3527935.txt ,OfficeNote ,OfficeNotetextFiles ,success
3528035.txt ,OfficeNote ,OfficeNotetextFiles ,success
3528131.txt ,OfficeNote ,OfficeNotetextFiles ,success
3528857.txt ,OfficeNote ,OfficeNotetextFiles ,success
3529234.txt ,OfficeNote ,OfficeNotetextFiles ,success
3529362.txt ,OfficeNote ,OfficeNotetextFiles ,success
3529437.txt ,OfficeNote ,OfficeNotetextFiles ,success
3529469.txt ,OfficeNote ,DME-CMN-FormTextFile ,failure
3529627.txt ,OfficeNote ,OfficeNotetextFiles ,success
3529755.txt ,OfficeNote ,OfficeNotetextFiles ,success
3529936.txt ,OfficeNote ,OfficeNotetextFiles ,success
3530249.txt ,OfficeNote ,OfficeNotetextFiles ,success
3530386.txt ,OfficeNote ,OfficeNotetextFiles ,success
3530411.txt ,OfficeNote ,OfficeNotetextFiles ,success
3530519.txt ,OfficeNote ,OfficeNotetextFiles ,success
3531000.txt ,OfficeNote ,DME-CMN-FormTextFile ,failure
3531234.txt ,OfficeNote ,OfficeNotetextFiles ,success
3531282.txt ,OfficeNote ,OfficeNotetextFiles ,success
3531543.txt ,OfficeNote ,OfficeNotetextFiles ,success
3531694.txt ,OfficeNote ,OfficeNotetextFiles ,success
3532248.txt ,OfficeNote ,OfficeNotetextFiles ,success
3532502.txt ,OfficeNote ,OfficeNotetextFiles ,success
3532509.txt ,OfficeNote ,OfficeNotetextFiles ,success
3533492.txt ,OfficeNote ,OfficeNotetextFiles ,success
3533608.txt ,OfficeNote ,OfficeNotetextFiles ,success
3534846.txt ,OfficeNote ,OfficeNotetextFiles ,success
3534958.txt ,OfficeNote ,OfficeNotetextFiles ,success
3535201.txt ,OfficeNote ,OfficeNotetextFiles ,success
3535203.txt ,OfficeNote ,OfficeNotetextFiles ,success
3535397.txt ,OfficeNote ,OfficeNotetextFiles ,success
3535637.txt ,OfficeNote ,OfficeNotetextFiles ,success
3535979.txt ,OfficeNote ,OfficeNotetextFiles ,success
3536140.txt ,OfficeNote ,OfficeNotetextFiles ,success
3536152.txt ,OfficeNote ,OfficeNotetextFiles ,success
3536308.txt ,OfficeNote ,OfficeNotetextFiles ,success
3536338.txt ,OfficeNote ,OfficeNotetextFiles ,success
3536354.txt ,OfficeNote ,OfficeNotetextFiles ,success
3536822.txt ,OfficeNote ,OfficeNotetextFiles ,success
3536823.txt ,OfficeNote ,OfficeNotetextFiles ,success
3536934.txt ,OfficeNote ,OfficeNotetextFiles ,success
3537032.txt ,OfficeNote ,OfficeNotetextFiles ,success
3537128.txt ,OfficeNote ,OfficeNotetextFiles ,success
3537836.txt ,OfficeNote ,OfficeNotetextFiles ,success
3537942.txt ,OfficeNote ,OfficeNotetextFiles ,success
3538052.txt ,OfficeNote ,OfficeNotetextFiles ,success
3538248.txt ,OfficeNote ,OfficeNotetextFiles ,success
3538280.txt ,OfficeNote ,OfficeNotetextFiles ,success
3538323.txt ,OfficeNote ,OfficeNotetextFiles ,success
3538663.txt ,OfficeNote ,OfficeNotetextFiles ,success
3538665.txt ,OfficeNote ,HospitalConsultsTextFiles ,failure
3539056.txt ,OfficeNote ,OfficeNotetextFiles ,success
3539681.txt ,OfficeNote ,OfficeNotetextFiles ,success
3539997.txt ,OfficeNote ,OfficeNotetextFiles ,success
3540342.txt ,OfficeNote ,OfficeNotetextFiles ,success
3540343.txt ,OfficeNote ,OfficeNotetextFiles ,success
3540348.txt ,OfficeNote ,OfficeNotetextFiles ,success
3540351.txt ,OfficeNote ,OfficeNotetextFiles ,success
3540492.txt ,OfficeNote ,OfficeNotetextFiles ,success
3540719.txt ,OfficeNote ,OfficeNotetextFiles ,success
3540795.txt ,OfficeNote ,OfficeNotetextFiles ,success
3542206.txt ,OfficeNote ,OfficeNotetextFiles ,success
3542665.txt ,OfficeNote ,OfficeNotetextFiles ,success
3543283.txt ,OfficeNote ,OfficeNotetextFiles ,success
3543287.txt ,OfficeNote ,OfficeNotetextFiles ,success
3543747.txt ,OfficeNote ,OfficeNotetextFiles ,success
3543891.txt ,OfficeNote ,OfficeNotetextFiles ,success
3543892.txt ,OfficeNote ,OfficeNotetextFiles ,success
3544034.txt ,OfficeNote ,OfficeNotetextFiles ,success
3544165.txt ,OfficeNote ,OfficeNotetextFiles ,success
3544281.txt ,OfficeNote ,OfficeNotetextFiles ,success
3545402.txt ,OfficeNote ,OfficeNotetextFiles ,success
3545638.txt ,OfficeNote ,OfficeNotetextFiles ,success
3545815.txt ,OfficeNote ,OfficeNotetextFiles ,success
3546068.txt ,OfficeNote ,OfficeNotetextFiles ,success
3546187.txt ,OfficeNote ,OfficeNotetextFiles ,success
3546920.txt ,OfficeNote ,OfficeNotetextFiles ,success
3547760.txt ,OfficeNote ,OfficeNotetextFiles ,success
3547961.txt ,OfficeNote ,OfficeNotetextFiles ,success
3548002.txt ,OfficeNote ,OfficeNotetextFiles ,success
3548066.txt ,OfficeNote ,OfficeNotetextFiles ,success
3548072.txt ,OfficeNote ,OfficeNotetextFiles ,success
3548079.txt ,OfficeNote ,OfficeNotetextFiles ,success
3548259.txt ,OfficeNote ,DME-CMN-FormTextFile ,failure
3548676.txt ,OfficeNote ,OfficeNotetextFiles ,success
3550072.txt ,OfficeNote ,OfficeNotetextFiles ,success
3550394.txt ,OfficeNote ,OfficeNotetextFiles ,success
3550396.txt ,OfficeNote ,OfficeNotetextFiles ,success
3550692.txt ,OfficeNote ,OfficeNotetextFiles ,success
3550735.txt ,OfficeNote ,OfficeNotetextFiles ,success
3551292.txt ,OfficeNote ,OfficeNotetextFiles ,success
3551305.txt ,OfficeNote ,OfficeNotetextFiles ,success
3551308.txt ,OfficeNote ,OfficeNotetextFiles ,success
3551860.txt ,OfficeNote ,OfficeNotetextFiles ,success
3552792.txt ,OfficeNote ,OfficeNotetextFiles ,success
3553228.txt ,OfficeNote ,OfficeNotetextFiles ,success
3553352.txt ,OfficeNote ,OfficeNotetextFiles ,success
3553450.txt ,OfficeNote ,OfficeNotetextFiles ,success
3553586.txt ,OfficeNote ,OfficeNotetextFiles ,success
3553596.txt ,OfficeNote ,OfficeNotetextFiles ,success
3554179.txt ,OfficeNote ,OfficeNotetextFiles ,success
3554559.txt ,OfficeNote ,OfficeNotetextFiles ,success
3554643.txt ,OfficeNote ,OfficeNotetextFiles ,success
3554738.txt ,OfficeNote ,OfficeNotetextFiles ,success
3554745.txt ,OfficeNote ,OfficeNotetextFiles ,success
3554746.txt ,OfficeNote ,OfficeNotetextFiles ,success
3554770.txt ,OfficeNote ,OfficeNotetextFiles ,success
3554771.txt ,OfficeNote ,OfficeNotetextFiles ,success
3554772.txt ,OfficeNote ,OfficeNotetextFiles ,success
3554773.txt ,OfficeNote ,OfficeNotetextFiles ,success
3554774.txt ,OfficeNote ,OfficeNotetextFiles ,success
3554775.txt ,OfficeNote ,OfficeNotetextFiles ,success
3555395.txt ,OfficeNote ,OfficeNotetextFiles ,success
3555529.txt ,OfficeNote ,OfficeNotetextFiles ,success
3555550.txt ,OfficeNote ,OfficeNotetextFiles ,success
3555577.txt ,OfficeNote ,OfficeNotetextFiles ,success
3555649.txt ,OfficeNote ,OfficeNotetextFiles ,success
3555752.txt ,OfficeNote ,OfficeNotetextFiles ,success
3555983.txt ,OfficeNote ,OfficeNotetextFiles ,success
3556202.txt ,OfficeNote ,OfficeNotetextFiles ,success
3556619.txt ,OfficeNote ,OfficeNotetextFiles ,success
3556628.txt ,OfficeNote ,OfficeNotetextFiles ,success
3556701.txt ,OfficeNote ,DME-CMN-FormTextFile ,failure
3556847.txt ,OfficeNote ,OfficeNotetextFiles ,success
3556867.txt ,OfficeNote ,OfficeNotetextFiles ,success
3556902.txt ,OfficeNote ,OfficeNotetextFiles ,success
3556975.txt ,OfficeNote ,OfficeNotetextFiles ,success
3557279.txt ,OfficeNote ,OfficeNotetextFiles ,success
3557552.txt ,OfficeNote ,OfficeNotetextFiles ,success
3557771.txt ,OfficeNote ,OfficeNotetextFiles ,success
3557893.txt ,OfficeNote ,OfficeNotetextFiles ,success
3558151.txt ,OfficeNote ,OfficeNotetextFiles ,success
3558444.txt ,OfficeNote ,OfficeNotetextFiles ,success
3558903.txt ,OfficeNote ,OfficeNotetextFiles ,success
3558907.txt ,OfficeNote ,OfficeNotetextFiles ,success
3558917.txt ,OfficeNote ,OfficeNotetextFiles ,success
3558925.txt ,OfficeNote ,OfficeNotetextFiles ,success
3559302.txt ,OfficeNote ,OfficeNotetextFiles ,success
3559304.txt ,OfficeNote ,OfficeNotetextFiles ,success
3559369.txt ,OfficeNote ,OfficeNotetextFiles ,success
3559465.txt ,OfficeNote ,OfficeNotetextFiles ,success
3559516.txt ,OfficeNote ,OfficeNotetextFiles ,success
3559584.txt ,OfficeNote ,OfficeNotetextFiles ,success
3559675.txt ,OfficeNote ,OfficeNotetextFiles ,success
3559819.txt ,OfficeNote ,OfficeNotetextFiles ,success
3560097.txt ,OfficeNote ,OfficeNotetextFiles ,success
3560225.txt ,OfficeNote ,OfficeNotetextFiles ,success
3560263.txt ,OfficeNote ,OfficeNotetextFiles ,success
3560289.txt ,OfficeNote ,OfficeNotetextFiles ,success
3560395.txt ,OfficeNote ,OfficeNotetextFiles ,success
3560397.txt ,OfficeNote ,OfficeNotetextFiles ,success
3560398.txt ,OfficeNote ,OfficeNotetextFiles ,success
3560710.txt ,OfficeNote ,HospitalConsultsTextFiles ,failure
3560764.txt ,OfficeNote ,HospitalConsultsTextFiles ,failure
3561131.txt ,OfficeNote ,OfficeNotetextFiles ,success
3561217.txt ,OfficeNote ,OfficeNotetextFiles ,success
3561918.txt ,OfficeNote ,OfficeNotetextFiles ,success
3562037.txt ,OfficeNote ,OfficeNotetextFiles ,success
3562066.txt ,OfficeNote ,OfficeNotetextFiles ,success
3562112.txt ,OfficeNote ,OfficeNotetextFiles ,success
3562328.txt ,OfficeNote ,OfficeNotetextFiles ,success
3562352.txt ,OfficeNote ,OfficeNotetextFiles ,success
3562604.txt ,OfficeNote ,OfficeNotetextFiles ,success
3563027.txt ,OfficeNote ,OfficeNotetextFiles ,success
3563046.txt ,OfficeNote ,OfficeNotetextFiles ,success
3563165.txt ,OfficeNote ,OfficeNotetextFiles ,success
3563229.txt ,OfficeNote ,OfficeNotetextFiles ,success
3563336.txt ,OfficeNote ,OfficeNotetextFiles ,success
3563818.txt ,OfficeNote ,OfficeNotetextFiles ,success
3563911.txt ,OfficeNote ,OfficeNotetextFiles ,success
3563935.txt ,OfficeNote ,OfficeNotetextFiles ,success
3564135.txt ,OfficeNote ,OfficeNotetextFiles ,success
3564232.txt ,OfficeNote ,OfficeNotetextFiles ,success
3564812.txt ,OfficeNote ,OfficeNotetextFiles ,success
3564857.txt ,OfficeNote ,OfficeNotetextFiles ,success
3565030.txt ,OfficeNote ,OfficeNotetextFiles ,success
3565089.txt ,OfficeNote ,OfficeNotetextFiles ,success
3565521.txt ,OfficeNote ,OfficeNotetextFiles ,success
3565794.txt ,OfficeNote ,OfficeNotetextFiles ,success
3565877.txt ,OfficeNote ,OfficeNotetextFiles ,success
3566144.txt ,OfficeNote ,OfficeNotetextFiles ,success
3566166.txt ,OfficeNote ,OfficeNotetextFiles ,success
3566217.txt ,OfficeNote ,OfficeNotetextFiles ,success
3566223.txt ,OfficeNote ,OfficeNotetextFiles ,success
3566280.txt ,OfficeNote ,OfficeNotetextFiles ,success
3566368.txt ,OfficeNote ,OfficeNotetextFiles ,success
3566391.txt ,OfficeNote ,OfficeNotetextFiles ,success
3566408.txt ,OfficeNote ,OfficeNotetextFiles ,success
3566550.txt ,OfficeNote ,OfficeNotetextFiles ,success
3566971.txt ,OfficeNote ,OfficeNotetextFiles ,success
3566991.txt ,OfficeNote ,OfficeNotetextFiles ,success
3566993.txt ,OfficeNote ,OfficeNotetextFiles ,success
3566995.txt ,OfficeNote ,OfficeNotetextFiles ,success
3566998.txt ,OfficeNote ,OfficeNotetextFiles ,success
3567000.txt ,OfficeNote ,OfficeNotetextFiles ,success
3567007.txt ,OfficeNote ,OfficeNotetextFiles ,success
3567011.txt ,OfficeNote ,OfficeNotetextFiles ,success
3567012.txt ,OfficeNote ,OfficeNotetextFiles ,success
3567013.txt ,OfficeNote ,OfficeNotetextFiles ,success
3567015.txt ,OfficeNote ,OfficeNotetextFiles ,success
3567016.txt ,OfficeNote ,OfficeNotetextFiles ,success
3567018.txt ,OfficeNote ,OfficeNotetextFiles ,success
3567019.txt ,OfficeNote ,OfficeNotetextFiles ,success
3567020.txt ,OfficeNote ,OfficeNotetextFiles ,success
3567021.txt ,OfficeNote ,OfficeNotetextFiles ,success
3567022.txt ,OfficeNote ,OfficeNotetextFiles ,success
3567023.txt ,OfficeNote ,OfficeNotetextFiles ,success
3567024.txt ,OfficeNote ,OfficeNotetextFiles ,success
3567031.txt ,OfficeNote ,OfficeNotetextFiles ,success
3567037.txt ,OfficeNote ,OfficeNotetextFiles ,success
3567038.txt ,OfficeNote ,OfficeNotetextFiles ,success
3567042.txt ,OfficeNote ,OfficeNotetextFiles ,success
3567049.txt ,OfficeNote ,OfficeNotetextFiles ,success
3567051.txt ,OfficeNote ,DME-CMN-FormTextFile ,failure
3567054.txt ,OfficeNote ,OfficeNotetextFiles ,success
3567055.txt ,OfficeNote ,OfficeNotetextFiles ,success
3567062.txt ,OfficeNote ,OfficeNotetextFiles ,success
3567063.txt ,OfficeNote ,OfficeNotetextFiles ,success
3567068.txt ,OfficeNote ,OfficeNotetextFiles ,success
3567069.txt ,OfficeNote ,OfficeNotetextFiles ,success
3567075.txt ,OfficeNote ,OfficeNotetextFiles ,success
3567076.txt ,OfficeNote ,OfficeNotetextFiles ,success
3567795.txt ,OfficeNote ,OfficeNotetextFiles ,success
3567802.txt ,OfficeNote ,OfficeNotetextFiles ,success
3567818.txt ,OfficeNote ,OfficeNotetextFiles ,success
3567876.txt ,OfficeNote ,OfficeNotetextFiles ,success
3568014.txt ,OfficeNote ,OfficeNotetextFiles ,success
3568018.txt ,OfficeNote ,OfficeNotetextFiles ,success
3568027.txt ,OfficeNote ,OfficeNotetextFiles ,success
3568097.txt ,OfficeNote ,OfficeNotetextFiles ,success
3568586.txt ,OfficeNote ,OfficeNotetextFiles ,success
3568994.txt ,OfficeNote ,OfficeNotetextFiles ,success
3569033.txt ,OfficeNote ,OfficeNotetextFiles ,success
3569530.txt ,OfficeNote ,OfficeNotetextFiles ,success
3569531.txt ,OfficeNote ,OfficeNotetextFiles ,success
3570073.txt ,OfficeNote ,OfficeNotetextFiles ,success
3570132.txt ,OfficeNote ,OfficeNotetextFiles ,success
3570162.txt ,OfficeNote ,OfficeNotetextFiles ,success
3570321.txt ,OfficeNote ,OfficeNotetextFiles ,success
3570356.txt ,OfficeNote ,OfficeNotetextFiles ,success
3570627.txt ,OfficeNote ,OfficeNotetextFiles ,success
3571099.txt ,OfficeNote ,OfficeNotetextFiles ,success
3571398.txt ,OfficeNote ,HospitalConsultsTextFiles ,failure
3571399.txt ,OfficeNote ,OfficeNotetextFiles ,success
3571846.txt ,OfficeNote ,OfficeNotetextFiles ,success
3573179.txt ,OfficeNote ,OfficeNotetextFiles ,success
3573188.txt ,OfficeNote ,OfficeNotetextFiles ,success
3573316.txt ,OfficeNote ,OfficeNotetextFiles ,success
3573686.txt ,OfficeNote ,OfficeNotetextFiles ,success
3574121.txt ,OfficeNote ,OfficeNotetextFiles ,success
3574132.txt ,OfficeNote ,OfficeNotetextFiles ,success
3575242.txt ,OfficeNote ,OfficeNotetextFiles ,success
3575350.txt ,OfficeNote ,DME-CMN-FormTextFile ,failure
3575351.txt ,OfficeNote ,DME-CMN-FormTextFile ,failure
3575354.txt ,OfficeNote ,DME-CMN-FormTextFile ,failure
3575452.txt ,OfficeNote ,OfficeNotetextFiles ,success
3576717.txt ,OfficeNote ,OfficeNotetextFiles ,success
3577070.txt ,OfficeNote ,OfficeNotetextFiles ,success
3577083.txt ,OfficeNote ,OfficeNotetextFiles ,success
3577434.txt ,OfficeNote ,OfficeNotetextFiles ,success
3577557.txt ,OfficeNote ,OfficeNotetextFiles ,success
3577736.txt ,OfficeNote ,OfficeNotetextFiles ,success
3577983.txt ,OfficeNote ,OfficeNotetextFiles ,success
3578159.txt ,OfficeNote ,OfficeNotetextFiles ,success
3578185.txt ,OfficeNote ,OfficeNotetextFiles ,success
3578200.txt ,OfficeNote ,OfficeNotetextFiles ,success
3578317.txt ,OfficeNote ,OfficeNotetextFiles ,success
3578389.txt ,OfficeNote ,OfficeNotetextFiles ,success
3578487.txt ,OfficeNote ,OfficeNotetextFiles ,success
3578888.txt ,OfficeNote ,HospitalConsultsTextFiles ,failure
3579092.txt ,OfficeNote ,OfficeNotetextFiles ,success
3579319.txt ,OfficeNote ,OfficeNotetextFiles ,success
3579445.txt ,OfficeNote ,OfficeNotetextFiles ,success
3579896.txt ,OfficeNote ,OfficeNotetextFiles ,success
3579977.txt ,OfficeNote ,OfficeNotetextFiles ,success
3580421.txt ,OfficeNote ,OfficeNotetextFiles ,success
3580423.txt ,OfficeNote ,OfficeNotetextFiles ,success
3580897.txt ,OfficeNote ,OfficeNotetextFiles ,success
3580936.txt ,OfficeNote ,OfficeNotetextFiles ,success
3581174.txt ,OfficeNote ,HospitalConsultsTextFiles ,failure
3581520.txt ,OfficeNote ,DME-CMN-FormTextFile ,failure
3581721.txt ,OfficeNote ,OfficeNotetextFiles ,success
3581759.txt ,OfficeNote ,OfficeNotetextFiles ,success
3581760.txt ,OfficeNote ,OfficeNotetextFiles ,success
3581958.txt ,OfficeNote ,OfficeNotetextFiles ,success
3581970.txt ,OfficeNote ,OfficeNotetextFiles ,success
3581978.txt ,OfficeNote ,OfficeNotetextFiles ,success
3582446.txt ,OfficeNote ,OfficeNotetextFiles ,success
3582447.txt ,OfficeNote ,OfficeNotetextFiles ,success
3582448.txt ,OfficeNote ,OfficeNotetextFiles ,success
3582464.txt ,OfficeNote ,OfficeNotetextFiles ,success
